group_code,site_code,marine_site_name,site_filename,marine_sort_order,marine_common_season,marine_season_code,survey_date,target_assemblage,species_code,quadrat_code,method_code,percent_cover,load_date
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,COLPOM,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRAGIG,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRUCOR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRYHYM,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRYWOO,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CUMAND,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEABAL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEACHT,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEACRA,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEADCB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAINV,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAMCA,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAMTR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEASEM,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEATET,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DICSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DILCAL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,EGRMEN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,EISARB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ENDMUR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ENPEPH,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,FILRED,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,FUCGAR,1,LAY,2,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,GASSUB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,GELPTE,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,GLOFUR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HALGLA,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HALICL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HALSTE,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HEDSES,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HENSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HESCAL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,KATTUN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LEPSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LEPTAS,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LICHEN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LIMPET,1,LAY,4,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LOTGIG,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MASSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MAZAFF,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MAZLEP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MAZPAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MAZSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MICBOR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MOPSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MYTCAL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MYTTRO,1,LAY,1,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NEMHEL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NEOLAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NEOODO,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NONCRU,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NONE,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NUTSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OSMLAU,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHALG,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHBAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHBRO,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHGRE,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHINV,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHRED,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHSEA,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHSPO,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PATMIN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PELHYB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PELLIM,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PETRUG,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PHRSAB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PHYSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PISOCH,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,POLPOL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PORSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PRISPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ROCK,1,LAY,40,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SAND,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SARMUT,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SCYSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SEMCAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SEPBRA,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SILCOM,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,STRPUR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,TAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,TETRUB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ULVENT,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,UNIDEN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ZONFAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ACRSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ALAMAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ANAJAP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ANTELE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ANTXAN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ARTCOR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,BALCRE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,BALGLA,2,LAY,1,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CALPIK,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CAUUST,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHITON,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHOCAN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHOSPI,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHOSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHTBAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHTDAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CLACOL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,COLLEA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,COLPOM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRAGIG,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRUCOR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRYHYM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRYWOO,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CUMAND,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEABAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEACHT,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEACRA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEADCB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAINV,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAMCA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAMTR,2,LAY,3,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEASEM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEATET,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DICSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DILCAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,EGRMEN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,EISARB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ENDMUR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ENPEPH,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,FILRED,2,LAY,1,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,FUCGAR,2,LAY,56,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,GASSUB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,GELPTE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,GLOFUR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HALGLA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HALICL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HALSTE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HEDSES,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HENSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,HESCAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,KATTUN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LEPSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LEPTAS,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LICHEN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LIMPET,2,LAY,1,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,LOTGIG,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MASSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MAZAFF,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MAZLEP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MAZPAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MAZSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MICBOR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MOPSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MYTCAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,MYTTRO,2,LAY,36,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NEMHEL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NEOLAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NEOODO,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NONCRU,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NONE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,NUTSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OSMLAU,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHALG,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHBAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHBRO,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHGRE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHINV,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHRED,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHSEA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,OTHSPO,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PATMIN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PELHYB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PELLIM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PETRUG,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PHRSAB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PHYSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PISOCH,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,POLPOL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PORSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,PRISPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ROCK,2,LAY,2,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SAND,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SARMUT,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SCYSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SEMCAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SEPBRA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,SILCOM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,STRPUR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,TAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,TETRUB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ULVENT,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,UNIDEN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ZONFAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ACRSPP,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ALAMAR,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ANAJAP,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ANTELE,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ANTXAN,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,ARTCOR,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,BALCRE,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,BALGLA,3,LAY,8,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CALPIK,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CAUUST,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHITON,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHOCAN,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHOSPI,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHOSPP,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHTBAL,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CHTDAL,3,LAY,2,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CLACOL,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,COLLEA,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,COLPOM,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRAGIG,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRUCOR,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRYHYM,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CRYWOO,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,CUMAND,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEABAL,3,LAY,1,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEACHT,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEACRA,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEADCB,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAINV,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAMCA,3,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,fucus,DEAMTR,3,LAY,0,10/24/2023 14:53
